tweet_id,created_at,source,target
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,QQQ
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,IWM
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,ES
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,DJIA
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,SPX
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,XRT
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,XLF
1212811601830727681,Thu Jan 02 19:03:13 +0000 2020,SPY,XLY
1212811051621728257,Thu Jan 02 19:01:02 +0000 2020,SPY,DIA
1212811051621728257,Thu Jan 02 19:01:02 +0000 2020,SPY,QQQ
1212811699855728641,Thu Jan 02 19:03:36 +0000 2020,TSLA,TSLAQ
1212811651306676225,Thu Jan 02 19:03:25 +0000 2020,TSLA,AAPL
1212811452039475200,Thu Jan 02 19:02:37 +0000 2020,TSLA,TSLAQ
1212811425766350849,Thu Jan 02 19:02:31 +0000 2020,TSLA,AMZN
1212810085828878341,Thu Jan 02 18:57:12 +0000 2020,TSLA,TSLAQ
1212809480846610433,Thu Jan 02 18:54:47 +0000 2020,TSLA,TSLAQ
1212809042248306689,Thu Jan 02 18:53:03 +0000 2020,TSLA,AAPL
1212808731563581440,Thu Jan 02 18:51:49 +0000 2020,TSLA,ES_F
1212808731563581440,Thu Jan 02 18:51:49 +0000 2020,TSLA,SPX
1212808731563581440,Thu Jan 02 18:51:49 +0000 2020,TSLA,SPY
1212808590865522690,Thu Jan 02 18:51:15 +0000 2020,TSLA,BYND
1212808590865522690,Thu Jan 02 18:51:15 +0000 2020,TSLA,W
1212808290360528896,Thu Jan 02 18:50:03 +0000 2020,TSLA,TSLAQ
1212808010420097025,Thu Jan 02 18:48:57 +0000 2020,TSLA,F
1212808010420097025,Thu Jan 02 18:48:57 +0000 2020,TSLA,GM
1212807787341733888,Thu Jan 02 18:48:04 +0000 2020,TSLA,BYND
1212807787341733888,Thu Jan 02 18:48:04 +0000 2020,TSLA,JET
1212807773295185920,Thu Jan 02 18:48:00 +0000 2020,TSLA,FB
1212807773295185920,Thu Jan 02 18:48:00 +0000 2020,TSLA,NFLX
1212807773295185920,Thu Jan 02 18:48:00 +0000 2020,TSLA,MSFT
1212807773295185920,Thu Jan 02 18:48:00 +0000 2020,TSLA,AMZN
1212807773295185920,Thu Jan 02 18:48:00 +0000 2020,TSLA,GOOG
1212807773295185920,Thu Jan 02 18:48:00 +0000 2020,TSLA,AAPL
1212807764847796225,Thu Jan 02 18:47:58 +0000 2020,TSLA,CGC
1212807764847796225,Thu Jan 02 18:47:58 +0000 2020,TSLA,RAD
1212807764847796225,Thu Jan 02 18:47:58 +0000 2020,TSLA,CGC
1212807558639034368,Thu Jan 02 18:47:09 +0000 2020,TSLA,SPY
1212807558639034368,Thu Jan 02 18:47:09 +0000 2020,TSLA,GSPC
1212807558639034368,Thu Jan 02 18:47:09 +0000 2020,TSLA,AAPL
1212807558639034368,Thu Jan 02 18:47:09 +0000 2020,TSLA,NFLX
1212807558639034368,Thu Jan 02 18:47:09 +0000 2020,TSLA,GOOG
1212811651306676225,Thu Jan 02 19:03:25 +0000 2020,AAPL,TSLA
1212811554699087872,Thu Jan 02 19:03:02 +0000 2020,AAPL,MS
1212811554699087872,Thu Jan 02 19:03:02 +0000 2020,AAPL,BLDP
1212811554699087872,Thu Jan 02 19:03:02 +0000 2020,AAPL,LX
